Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
3.53000   		0.10650         	5.62416          	0.72421          
3.53500   		-0.02719        	5.82243          	0.75310          
3.54000   		-0.05777        	5.61004          	0.78175          
3.54500   		-0.08488        	5.25342          	0.80896          
3.55000   		-0.08789        	4.82152          	0.83416          
3.55500   		-0.02898        	4.52935          	0.85741          
3.56000   		-0.05296        	4.32450          	0.87960          
3.56500   		0.00747         	4.21079          	0.90081          
3.57000   		0.03208         	4.30966          	0.92206          
3.57500   		0.00565         	4.40399          	0.94390          
3.58000   		0.02728         	4.48631          	0.96608          
3.58500   		-0.03215        	4.47412          	0.98860          
3.59000   		-0.05267        	4.26206          	1.01049          
3.59500   		-0.07514        	3.94251          	1.03105          
3.60000   		-0.11108        	3.47696          	1.04967          
3.60500   		-0.05257        	3.06785          	1.06591          
3.61000   		-0.03023        	2.86086          	1.08068          
3.61500   		-0.03598        	2.69535          	1.09459          
3.62000   		-0.04775        	2.48604          	1.10756          
3.62500   		-0.07024        	2.19108          	1.11930          
3.63000   		-0.11614        	1.72512          	1.12919          
3.63500   		-0.21568        	0.89557          	1.13595          
3.64000   		-0.23781        	-0.23815         	1.13764          
3.64500   		-0.22115        	-1.38555         	1.13355          
3.65000   		-0.19559        	-2.42741         	1.12396          
3.65500   		-0.10910        	-3.18915         	1.10974          
3.66000   		-0.06239        	-3.61787         	1.09262          
3.66500   		-0.03009        	-3.84908         	1.07389          
3.67000   		-0.01838        	-3.97026         	1.05432          
3.67500   		-0.08264        	-4.22280         	1.03397          
3.68000   		-0.13539        	-4.76787         	1.01160          
3.68500   		-0.16956        	-5.53026         	0.98593          
3.69000   		-0.18203        	-6.40923         	0.95610          
3.69500   		-0.16477        	-7.27621         	0.92185          
3.70000   		-0.14035        	-8.03899         	0.88351          
3.70500   		-0.07481        	-8.57689         	0.84184          
3.71000   		-0.00972        	-8.78823         	0.79829          
3.71500   		0.03076         	-8.73563         	0.75440          
3.72000   		0.05145         	-8.53012         	0.71119          
3.72500   		0.03535         	-8.31312         	0.66911          
3.73000   		-0.00090        	-8.22700         	0.62784          
3.73500   		-0.04554        	-8.34309         	0.58651          
3.74000   		-0.04786        	-8.57657         	0.54421          
3.74500   		-0.03561        	-8.78523         	0.50078          
3.75000   		-0.02542        	-8.93780         	0.45645          
3.75500   		-0.00724        	-9.01943         	0.41152          
3.76000   		0.04637         	-8.92161         	0.36656          
3.76500   		0.12072         	-8.50390         	0.32284          
3.77000   		0.10896         	-7.92971         	0.28178          
3.77500   		0.10402         	-7.39727         	0.24347          
3.78000   		0.06767         	-6.96805         	0.20764          
3.78500   		0.00001         	-6.79884         	0.17336          
3.79000   		0.00401         	-6.78879         	0.13938          
3.79500   		-0.03300        	-6.86128         	0.10533          
3.80000   		-0.02669        	-7.01051         	0.07064          
3.80500   		0.02874         	-7.00538         	0.03549          
3.81000   		0.07010         	-6.75826         	0.00099          
3.81500   		0.13501         	-6.24548         	-0.03165         
3.82000   		0.13365         	-5.57384         	-0.06120         
3.82500   		0.12859         	-4.91825         	-0.08742         
3.83000   		0.08913         	-4.37396         	-0.11057         
3.83500   		-0.00779        	-4.17061         	-0.13173         
3.84000   		-0.04229        	-4.29580         	-0.15282         
3.84500   		-0.07001        	-4.57656         	-0.17494         
3.85000   		-0.05379        	-4.88608         	-0.19863         
3.85500   		-0.00965        	-5.04467         	-0.22355         
3.86000   		0.01531         	-5.03053         	-0.24879         
3.86500   		0.08299         	-4.78479         	-0.27347         
3.87000   		0.11836         	-4.28142         	-0.29621         
3.87500   		0.13776         	-3.64112         	-0.31606         
3.88000   		0.14465         	-2.93508         	-0.33251         
3.88500   		0.11021         	-2.29791         	-0.34552         
3.89000   		0.09472         	-1.78559         	-0.35570         
3.89500   		0.05985         	-1.39917         	-0.36359         
3.90000   		0.05692         	-1.10724         	-0.36985         
3.90500   		0.08209         	-0.75972         	-0.37457         
3.91000   		0.05255         	-0.42312         	-0.37746         
3.91500   		0.03126         	-0.21358         	-0.37901         
3.92000   		0.03231         	-0.05465         	-0.37968         
3.92500   		0.01613         	0.06647          	-0.37962         
3.93000   		-0.02387        	0.04713          	-0.37925         
3.93500   		-0.04432        	-0.12332         	-0.37940         
3.94000   		-0.04322        	-0.34216         	-0.38057         
3.94500   		-0.04135        	-0.55359         	-0.38281         
3.95000   		-0.03487        	-0.74414         	-0.38607         
3.95500   		-0.03646        	-0.92248         	-0.39023         
3.96000   		-0.01551        	-1.05241         	-0.39521         
3.96500   		0.03095         	-1.01381         	-0.40048         
3.97000   		0.06726         	-0.76827         	-0.40501         
3.97500   		0.06696         	-0.43271         	-0.40801         
3.98000   		0.05002         	-0.14028         	-0.40941         
3.98500   		0.03251         	0.06605          	-0.40955         
3.99000   		0.00156         	0.15122          	-0.40895         
3.99500   		-0.02247        	0.09894          	-0.40827         
4.00000   		-0.04090        	-0.05948         	-0.40813         
4.00500   		-0.04589        	-0.27647         	-0.40896         
4.01000   		-0.03708        	-0.48388         	-0.41088         
4.01500   		-0.03658        	-0.66802         	-0.41376         
4.02000   		-0.04297        	-0.86690         	-0.41759         
4.02500   		-0.02644        	-1.04041         	-0.42239         
4.03000   		0.02762         	-1.03745         	-0.42770         
4.03500   		0.07920         	-0.77039         	-0.43233         
4.04000   		0.15655         	-0.18103         	-0.43486         
4.04500   		0.23973         	0.80967          	-0.43347         
4.05000   		0.21710         	1.95176          	-0.42652         
4.05500   		0.12401         	2.80454          	-0.41443         
4.06000   		0.03728         	3.20777          	-0.39922         
4.06500   		-0.09789        	3.05624          	-0.38328         
4.07000   		-0.19843        	2.31544          	-0.36964         
4.07500   		-0.18807        	1.34919          	-0.36050         
4.08000   		-0.15390        	0.49426          	-0.35596         
4.08500   		-0.03122        	0.03145          	-0.35490         
4.09000   		0.11069         	0.23011          	-0.35454         
4.09500   		0.16386         	0.91648          	-0.35179         
4.10000   		0.21774         	1.87046          	-0.34493         
4.10500   		0.22735         	2.98318          	-0.33282         
4.11000   		0.17453         	3.98788          	-0.31528         
4.11500   		0.12141         	4.72772          	-0.29338         
4.12000   		0.03797         	5.12617          	-0.26857         
4.12500   		-0.01005        	5.19598          	-0.24267         
4.13000   		-0.01747        	5.12718          	-0.21685         
4.13500   		-0.02376        	5.02410          	-0.19145         
4.14000   		0.02679         	5.03167          	-0.16642         
4.14500   		0.06467         	5.26033          	-0.14077         
4.15000   		0.08930         	5.64526          	-0.11356         
4.15500   		0.10001         	6.11851          	-0.08417         
4.16000   		0.07088         	6.54573          	-0.05245         
4.16500   		0.07585         	6.91254          	-0.01881         
4.17000   		0.04338         	7.21061          	0.01656          
4.17500   		0.00176         	7.32346          	0.05298          
4.18000   		-0.01536        	7.28946          	0.08955          
4.18500   		-0.04527        	7.13788          	0.12568          
4.19000   		-0.03430        	6.93897          	0.16085          
4.19500   		-0.05114        	6.72537          	0.19505          
4.20000   		-0.05319        	6.46454          	0.22803          
4.20500   		-0.02843        	6.26048          	0.25979          
4.21000   		-0.05032        	6.06359          	0.29064          
4.21500   		-0.06168        	5.78360          	0.32029          
4.22000   		-0.09036        	5.40351          	0.34831          
4.22500   		-0.10787        	4.90795          	0.37413          
4.23000   		-0.10695        	4.37090          	0.39732          
4.23500   		-0.12293        	3.79621          	0.41778          
4.24000   		-0.09833        	3.24306          	0.43532          
4.24500   		-0.07526        	2.80909          	0.45040          
4.25000   		-0.06181        	2.46642          	0.46357          
4.25500   		-0.05316        	2.17898          	0.47516          
4.26000   		-0.06385        	1.88646          	0.48535          
4.26500   		-0.04730        	1.60859          	0.49405          
4.27000   		-0.04286        	1.38318          	0.50152          
4.27500   		-0.05305        	1.14341          	0.50786          
4.28000   		-0.04909        	0.88807          	0.51293          
4.28500   		-0.05681        	0.62333          	0.51672          
4.29000   		-0.06189        	0.32658          	0.51911          
4.29500   		-0.07762        	-0.02220         	0.51990          
4.30000   		-0.10018        	-0.46670         	0.51873          
4.30500   		-0.09806        	-0.96230         	0.51515          
4.31000   		-0.07729        	-1.40068         	0.50920          
4.31500   		-0.04229        	-1.69963         	0.50137          
4.32000   		-0.02469        	-1.86708         	0.49242          
4.32500   		-0.02672        	-1.99560         	0.48277          
4.33000   		-0.02438        	-2.12334         	0.47247          
4.33500   		-0.01930        	-2.23253         	0.46157          
4.34000   		-0.00787        	-2.30044         	0.45021          
4.34500   		0.00313         	-2.31229         	0.43866          
4.35000   		0.02608         	-2.23927         	0.42723          
4.35500   		0.05107         	-2.04639         	0.41646          
4.36000   		0.07381         	-1.73419         	0.40696          
4.36500   		0.09981         	-1.30016         	0.39932          
4.37000   		0.08065         	-0.84904         	0.39399          
4.37500   		0.03697         	-0.55499         	0.39057          
4.38000   		0.00087         	-0.46037         	0.38811          
4.38500   		-0.02034        	-0.50902         	0.38573          
4.39000   		-0.01528        	-0.59806         	0.38295          
4.39500   		-0.01166        	-0.66541         	0.37978          
4.40000   		0.01038         	-0.66861         	0.37640          
4.40500   		0.04543         	-0.52908         	0.37334          
4.41000   		0.06281         	-0.25847         	0.37133          
4.41500   		0.07572         	0.08785          	0.37088          
4.42000   		0.08493         	0.48948          	0.37230          
4.42500   		0.10041         	0.95283          	0.37588          
4.43000   		0.09465         	1.44047          	0.38187          
4.43500   		0.06215         	1.83247          	0.39012          
4.44000   		0.03710         	2.08059          	0.39996          
4.44500   		0.02227         	2.22901          	0.41076          
4.45000   		0.02675         	2.35154          	0.42220          
4.45500   		0.02844         	2.48951          	0.43430          
4.46000   		0.03293         	2.64294          	0.44712          
4.46500   		0.05065         	2.85188          	0.46082          
4.47000   		0.04317         	3.08644          	0.47569          
4.47500   		0.02009         	3.24459          	0.49156          
4.48000   		-0.01069        	3.26807          	0.50791          
4.48500   		-0.04008        	3.14115          	0.52399          
4.49000   		-0.05958        	2.89200          	0.53911          
4.49500   		-0.08402        	2.53299          	0.55273          
4.50000   		-0.08708        	2.10524          	0.56433          
4.50500   		-0.07153        	1.70871          	0.57383          
4.51000   		-0.05639        	1.38890          	0.58154          
4.51500   		-0.04076        	1.14601          	0.58785          
4.52000   		-0.02518        	0.98116          	0.59313          
4.52500   		0.00460         	0.92972          	0.59785          
4.53000   		0.02726         	1.00936          	0.60265          
4.53500   		0.03392         	1.16229          	0.60807          
4.54000   		0.03842         	1.34314          	0.61432          
4.54500   		0.03512         	1.52700          	0.62150          
4.55000   		0.02038         	1.66574          	0.62951          
4.55500   		-0.01147        	1.68801          	0.63797          
4.56000   		-0.03965        	1.56022          	0.64614          
4.56500   		-0.06168        	1.30690          	0.65336          
4.57000   		-0.08862        	0.93115          	0.65901          
4.57500   		-0.10680        	0.44262          	0.66248          
4.58000   		-0.10992        	-0.09918         	0.66335          
4.58500   		-0.08255        	-0.58035         	0.66159          
4.59000   		-0.04433        	-0.89754         	0.65782          
4.59500   		-0.01063        	-1.03494         	0.65292          
4.60000   		0.04110         	-0.95878         	0.64782          
4.60500   		0.08479         	-0.64407         	0.64373          
4.61000   		0.09844         	-0.18599         	0.64162          
4.61500   		0.08995         	0.28499          	0.64189          
4.62000   		0.04888         	0.63206          	0.64427          
4.62500   		0.00328         	0.76245          	0.64785          
4.63000   		-0.04457        	0.65923          	0.65150          
4.63500   		-0.10898        	0.27536          	0.65397          
4.64000   		-0.12429        	-0.30782         	0.65392          
4.64500   		-0.10370        	-0.87779         	0.65091          
4.65000   		-0.05781        	-1.28157         	0.64542          
4.65500   		0.01736         	-1.38270         	0.63860          
4.66000   		0.06481         	-1.17729         	0.63210          
4.66500   		0.11063         	-0.73870         	0.62722          
4.67000   		0.11867         	-0.16544         	0.62494          
4.67500   		0.06713         	0.29906          	0.62538          
4.68000   		0.02249         	0.52311          	0.62753          
4.68500   		-0.02851        	0.50807          	0.63022          
4.69000   		-0.07892        	0.23949          	0.63219          
4.69500   		-0.12119        	-0.26079         	0.63222          
4.70000   		-0.14114        	-0.91662         	0.62932          
4.70500   		-0.12299        	-1.57693         	0.62305          
4.71000   		-0.11277        	-2.16633         	0.61367          
4.71500   		-0.09777        	-2.69267         	0.60149          
4.72000   		-0.08105        	-3.13973         	0.58688          
4.72500   		-0.06400        	-3.50237         	0.57024          
4.73000   		-0.03506        	-3.75003         	0.55205          
4.73500   		-0.03654        	-3.92903         	0.53285          
4.74000   		-0.02422        	-4.08094         	0.51280          
4.74500   		-0.00497        	-4.15392         	0.49217          
4.75000   		-0.00137        	-4.16978         	0.47136          
4.75500   		0.01332         	-4.13990         	0.45055          
4.76000   		0.01409         	-4.07138         	0.43002          
4.76500   		0.03787         	-3.94148         	0.40994          
4.77000   		0.06188         	-3.69211         	0.39081          
4.77500   		0.06791         	-3.36764         	0.37314          
4.78000   		0.08026         	-2.99722         	0.35721          
4.78500   		0.06724         	-2.62848         	0.34317          
4.79000   		0.04488         	-2.34817         	0.33077          
4.79500   		0.01364         	-2.20187         	0.31946          
4.80000   		-0.00224        	-2.17337         	0.30856          
4.80500   		-0.02247        	-2.23516         	0.29758          
4.81000   		-0.06845        	-2.46247         	0.28593          
4.81500   		-0.07059        	-2.81007         	0.27275          
4.82000   		-0.05722        	-3.12961         	0.25788          
4.82500   		-0.05249        	-3.40389         	0.24153          
4.83000   		-0.04011        	-3.63538         	0.22391          
4.83500   		-0.02849        	-3.80688         	0.20528          
4.84000   		-0.01100        	-3.90560         	0.18596          
4.84500   		0.00776         	-3.91369         	0.16637          
4.85000   		0.02195         	-3.83943         	0.14696          
4.85500   		0.01956         	-3.73567         	0.12803          
4.86000   		0.00643         	-3.67071         	0.10954          
4.86500   		-0.00816        	-3.67505         	0.09121          
4.87000   		-0.03617        	-3.78589         	0.07261          
4.87500   		-0.05646        	-4.01747         	0.05315          
4.88000   		-0.06625        	-4.32424         	0.03231          
4.88500   		-0.06966        	-4.66400         	0.00985          
4.89000   		-0.04802        	-4.95819         	-0.01425         
4.89500   		-0.00810        	-5.09847         	-0.03948         
4.90000   		0.05862         	-4.97216         	-0.06479         
4.90500   		0.11629         	-4.53487         	-0.08868         
4.91000   		0.17132         	-3.81584         	-0.10967         
4.91500   		0.22500         	-2.82505         	-0.12638         
4.92000   		0.19501         	-1.77504         	-0.13782         
4.92500   		0.15145         	-0.90889         	-0.14444         
4.93000   		0.10139         	-0.27679         	-0.14730         
4.93500   		0.00884         	-0.00123         	-0.14780         
4.94000   		-0.02006        	-0.02927         	-0.14782         
4.94500   		-0.00181        	-0.08394         	-0.14814         
4.95000   		0.00698         	-0.07104         	-0.14855         
4.95500   		0.03940         	0.04490          	-0.14868         
4.96000   		0.05857         	0.28981          	-0.14788         
4.96500   		0.05688         	0.57842          	-0.14571         
4.97000   		0.08314         	0.92846          	-0.14200         
4.97500   		0.07431         	1.32208          	-0.13635         
4.98000   		0.07500         	1.69536          	-0.12881         
4.98500   		0.10923         	2.15595          	-0.11925         
4.99000   		0.10203         	2.68412          	-0.10714         
4.99500   		0.10411         	3.19950          	-0.09243         
5.00000   		0.07697         	3.65220          	-0.07525         
5.00500   		0.05104         	3.97222          	-0.05613         
5.01000   		0.03035         	4.17568          	-0.03572         
5.01500   		-0.03105        	4.17392          	-0.01472         
5.02000   		-0.03914        	3.99843          	0.00573          
5.02500   		-0.04485        	3.78845          	0.02521          
5.03000   		-0.03399        	3.59135          	0.04364          
5.03500   		-0.00362        	3.49733          	0.06130          
5.04000   		-0.00221        	3.48277          	0.07874          
5.04500   		0.04033         	3.57808          	0.09631          
5.05000   		0.05585         	3.81852          	0.11477          
5.05500   		0.05217         	4.08856          	0.13454          
5.06000   		0.05987         	4.36866          	0.15567          
5.06500   		0.03669         	4.61007          	0.17816          
5.07000   		0.02780         	4.77131          	0.20164          
5.07500   		-0.00637        	4.82489          	0.22570          
5.08000   		-0.03959        	4.71000          	0.24960          
5.08500   		-0.04590        	4.49629          	0.27263          
5.09000   		-0.06759        	4.21256          	0.29445          
5.09500   		-0.06798        	3.87362          	0.31467          
5.10000   		-0.07671        	3.51188          	0.33315          
5.10500   		-0.06864        	3.14851          	0.34978          
5.11000   		-0.04337        	2.86848          	0.36477          
5.11500   		-0.04277        	2.65313          	0.37857          
5.12000   		-0.01296        	2.51381          	0.39143          
5.12500   		-0.00124        	2.47830          	0.40389          
5.13000   		-0.01173        	2.44588          	0.41622          
5.13500   		-0.02767        	2.34738          	0.42823          
5.14000   		-0.06825        	2.10759          	0.43946          
5.14500   		-0.07244        	1.75589          	0.44912          
5.15000   		-0.07261        	1.39326          	0.45700          
5.15500   		-0.06631        	1.04594          	0.46308          
5.16000   		-0.02042        	0.82911          	0.46767          
5.16500   		0.01829         	0.82378          	0.47173          
5.17000   		0.05237         	1.00043          	0.47622          
5.17500   		0.05658         	1.27282          	0.48189          
5.18000   		0.02562         	1.47833          	0.48883          
5.18500   		-0.00922        	1.51933          	0.49640          
5.19000   		-0.05653        	1.35494          	0.50368          
5.19500   		-0.09590        	0.97385          	0.50959          
5.20000   		-0.09224        	0.50350          	0.51327          
5.20500   		-0.04170        	0.16865          	0.51485          
5.21000   		0.01799         	0.10937          	0.51542          
5.21500   		0.07315         	0.33722          	0.51642          
5.22000   		0.10945         	0.79372          	0.51917          
5.22500   		0.11393         	1.35215          	0.52453          
5.23000   		0.09843         	1.88305          	0.53265          
5.23500   		0.03553         	2.21796          	0.54303          
5.24000   		-0.02890        	2.23453          	0.55430          
5.24500   		-0.06308        	2.00458          	0.56497          
5.25000   		-0.09031        	1.62109          	0.57409          
5.25500   		-0.07915        	1.19743          	0.58111          
5.26000   		-0.03651        	0.90827          	0.58628          
5.26500   		0.02793         	0.88682          	0.59064          
5.27000   		0.09221         	1.18716          	0.59569          
5.27500   		0.12405         	1.72780          	0.60291          
5.28000   		0.13667         	2.37962          	0.61315          
5.28500   		0.11625         	3.01193          	0.62667          
5.29000   		0.06256         	3.45898          	0.64296          
5.29500   		-0.00580        	3.60087          	0.66076          
5.30000   		-0.06744        	3.41776          	0.67843          
5.30500   		-0.09286        	3.01701          	0.69457          
5.31000   		-0.09651        	2.54360          	0.70848          
5.31500   		-0.07641        	2.11131          	0.72007          
5.32000   		-0.02456        	1.85889          	0.72989          
5.32500   		0.02677         	1.86443          	0.73909          
5.33000   		0.07131         	2.10963          	0.74894          
5.33500   		0.09226         	2.51855          	0.76046          
5.34000   		0.08130         	2.95244          	0.77416          
5.34500   		0.06232         	3.31148          	0.78986          
5.35000   		0.01345         	3.50090          	0.80700          
5.35500   		-0.03639        	3.44355          	0.82446          
5.36000   		-0.05631        	3.21181          	0.84114          
5.36500   		-0.06635        	2.90517          	0.85645          
5.37000   		-0.05525        	2.60119          	0.87020          
5.37500   		-0.04446        	2.35193          	0.88256          
5.38000   		-0.03224        	2.16020          	0.89381          
5.38500   		-0.00792        	2.05980          	0.90431          
5.39000   		0.00229         	2.04570          	0.91455          
5.39500   		-0.00199        	2.04646          	0.92479          
5.40000   		0.00119         	2.04448          	0.93501          
5.40500   		0.00638         	2.06342          	0.94527          
5.41000   		0.00302         	2.08692          	0.95565          
5.41500   		0.00633         	2.11028          	0.96614          
5.42000   		0.00670         	2.14283          	0.97677          
5.42500   		0.02394         	2.21943          	0.98764          
5.43000   		0.04412         	2.38958          	0.99912          
5.43500   		0.04779         	2.61935          	1.01164          
5.44000   		0.06778         	2.90827          	1.02542          
5.44500   		0.08124         	3.28081          	1.04086          
5.45000   		0.08606         	3.69905          	1.05830          
5.45500   		0.07170         	4.09346          	1.07781          
5.46000   		0.04250         	4.37898          	1.09905          
5.46500   		0.02318         	4.54318          	1.12140          
5.47000   		-0.01357        	4.56721          	1.14425          
5.47500   		-0.05684        	4.39120          	1.16674          
5.48000   		-0.09060        	4.02262          	1.18784          
5.48500   		-0.09887        	3.54894          	1.20679          
5.49000   		-0.08897        	3.07935          	1.22334          
5.49500   		-0.07406        	2.67178          	1.23768          
5.50000   		-0.03295        	2.40426          	1.25029          
5.50500   		0.01281         	2.35390          	1.26209          
5.51000   		0.04276         	2.49284          	1.27414          
5.51500   		0.03974         	2.69908          	1.28713          
5.52000   		-0.00225        	2.79279          	1.30095          
5.52500   		-0.05672        	2.64535          	1.31466          
5.53000   		-0.11073        	2.22671          	1.32695          
5.53500   		-0.14331        	1.59161          	1.33656          
5.54000   		-0.13393        	0.89852          	1.34277          
5.54500   		-0.07534        	0.37534          	1.34583          
5.55000   		0.00785         	0.20662          	1.34711          
5.55500   		0.07554         	0.41510          	1.34853          
5.56000   		0.12337         	0.91238          	1.35174          
5.56500   		0.14067         	1.57250          	1.35792          
5.57000   		0.10491         	2.18645          	1.36739          
5.57500   		0.02901         	2.52125          	1.37932          
5.58000   		-0.06276        	2.43687          	1.39191          
5.58500   		-0.13711        	1.93719          	1.40300          
5.59000   		-0.16452        	1.18311          	1.41085          
5.59500   		-0.14623        	0.40624          	1.41479          
5.60000   		-0.05876        	-0.10622         	1.41536          
5.60500   		0.04762         	-0.13406         	1.41454          
5.61000   		0.11199         	0.26496          	1.41473          
5.61500   		0.14553         	0.90876          	1.41759          
5.62000   		0.11153         	1.55141          	1.42381          
5.62500   		0.04805         	1.95037          	1.43270          
5.63000   		-0.03833        	1.97467          	1.44269          
5.63500   		-0.14518        	1.51590          	1.45164          
5.64000   		-0.19043        	0.67689          	1.45722          
5.64500   		-0.20444        	-0.31027         	1.45816          
5.65000   		-0.17489        	-1.25857         	1.45418          
5.65500   		-0.11113        	-1.97360         	1.44597          
5.66000   		-0.04741        	-2.36995         	1.43498          
5.66500   		0.06028         	-2.33778         	1.42298          
5.67000   		0.13406         	-1.85191         	1.41235          
5.67500   		0.17340         	-1.08325         	1.40493          
5.68000   		0.21214         	-0.11938         	1.40185          
5.68500   		0.18392         	0.87078          	1.40378          
5.69000   		0.17218         	1.76104          	1.41039          
5.69500   		0.11550         	2.48024          	1.42111          
5.70000   		0.03267         	2.85066          	1.43461          
5.70500   		0.02456         	2.99374          	1.44924          
5.71000   		-0.04130        	2.95190          	1.46424          
5.71500   		-0.05247        	2.71747          	1.47844          
5.72000   		-0.05433        	2.45047          	1.49136          
5.72500   		-0.08042        	2.11360          	1.50282          
5.73000   		-0.04312        	1.80473          	1.51254          
5.73500   		-0.09191        	1.46714          	1.52082          
5.74000   		-0.10332        	0.97905          	1.52696          
5.74500   		-0.10682        	0.45369          	1.53055          
5.75000   		-0.14964        	-0.18745         	1.53131          
5.75500   		-0.13437        	-0.89747         	1.52856          
5.76000   		-0.14572        	-1.59768         	1.52235          
5.76500   		-0.09706        	-2.20463         	1.51274          
5.77000   		-0.03833        	-2.54312         	1.50075          
5.77500   		-0.00856        	-2.66035         	1.48768          
5.78000   		0.02683         	-2.61465         	1.47442          
5.78500   		0.00827         	-2.52688         	1.46160          
5.79000   		-0.01796        	-2.55109         	1.44896          
5.79500   		-0.09799        	-2.84097         	1.43565          
5.80000   		-0.16199        	-3.49094         	1.41995          
5.80500   		-0.17550        	-4.33467         	1.40042          
5.81000   		-0.17815        	-5.21878         	1.37654          
5.81500   		-0.11844        	-5.96025         	1.34847          
5.82000   		-0.06002        	-6.40640         	1.31743          
5.82500   		0.00223         	-6.55088         	1.28490          
5.83000   		0.03695         	-6.45295         	1.25232          
5.83500   		0.00981         	-6.33606         	1.22041          
5.84000   		-0.02575        	-6.37592         	1.18870          
5.84500   		-0.06896        	-6.61270         	1.15632          
5.85000   		-0.09960        	-7.03412         	1.12227          
5.85500   		-0.12336        	-7.59154         	1.08575          
5.86000   		-0.15811        	-8.29523         	1.04611          
5.86500   		-0.18027        	-9.14118         	1.00256          
5.87000   		-0.16634        	-10.00771        	0.95466          
5.87500   		-0.20351        	-10.93233        	0.90239          
5.88000   		-0.20029        	-11.94183        	0.84520          
5.88500   		-0.08012        	-12.64286        	0.78348          
5.89000   		-0.05348        	-12.97686        	0.71938          
5.89500   		0.01203         	-13.08047        	0.65410          
5.90000   		0.09711         	-12.80761        	0.58920          
5.90500   		0.05749         	-12.42109        	0.52621          
5.91000   		0.08953         	-12.05352        	0.46496          
5.91500   		0.02580         	-11.76519        	0.40555          
5.92000   		-0.08569        	-11.91493        	0.34658          
5.92500   		-0.09860        	-12.37567        	0.28588          
5.93000   		-0.19313        	-13.10498        	0.22237          
5.93500   		-0.19166        	-14.06693        	0.15444          
5.94000   		-0.13966        	-14.89523        	0.08193          
5.94500   		-0.10234        	-15.50025        	0.00586          
5.95000   		0.02155         	-15.70224        	-0.07240         
5.95500   		0.06613         	-15.48305        	-0.15046         
5.96000   		0.08921         	-15.09469        	-0.22695         
5.96500   		0.10627         	-14.60599        	-0.30124         
5.97000   		0.06435         	-14.17945        	-0.37312         
5.97500   		0.06902         	-13.84602        	-0.44319         
5.98000   		0.09173         	-13.44413        	-0.51146         
5.98500   		0.08305         	-13.00718        	-0.57757         
5.99000   		0.08865         	-12.57794        	-0.64155         
5.99500   		0.09805         	-12.11120        	-0.70329         
6.00000   		0.13039         	-11.54011        	-0.76249         
6.00500   		0.23956         	-10.61525        	-0.81810         
6.01000   		0.29902         	-9.26880         	-0.86794         
6.01500   		0.29439         	-7.78526         	-0.91056         
6.02000   		0.27247         	-6.36810         	-0.94590         
6.02500   		0.20637         	-5.17099         	-0.97461         
6.03000   		0.13835         	-4.30918         	-0.99817         
6.03500   		0.05319         	-3.83034         	-1.01834         
6.04000   		-0.00782        	-3.71692         	-1.03708         
6.04500   		-0.03312        	-3.81929         	-1.05587         
6.05000   		-0.03237        	-3.98302         	-1.07537         
6.05500   		0.00750         	-4.04520         	-1.09553         
6.06000   		0.05954         	-3.87761         	-1.11544         
6.06500   		0.13437         	-3.39282         	-1.13378         
6.07000   		0.16804         	-2.63678         	-1.14892         
6.07500   		0.15937         	-1.81827         	-1.16004         
6.08000   		0.12213         	-1.11453         	-1.16729         
6.08500   		0.04867         	-0.68753         	-1.17165         
6.09000   		-0.01929        	-0.61409         	-1.17476         
6.09500   		-0.09966        	-0.91148         	-1.17840         
6.10000   		-0.13542        	-1.49917         	-1.18436         
6.10500   		-0.12749        	-2.15644         	-1.19351         
6.11000   		-0.09158        	-2.70412         	-1.20574         
6.11500   		-0.01218        	-2.96352         	-1.22007         
6.12000   		0.04117         	-2.89104         	-1.23482         
6.12500   		0.10839         	-2.51713         	-1.24848         
6.13000   		0.13468         	-1.90945         	-1.25960         
6.13500   		0.09648         	-1.33154         	-1.26763         
6.14000   		0.07899         	-0.89285         	-1.27315         
6.14500   		0.01997         	-0.64546         	-1.27687         
6.15000   		-0.01989        	-0.64525         	-1.28002         
6.15500   		-0.03047        	-0.77114         	-1.28354         
6.16000   		-0.04215        	-0.95269         	-1.28782         
6.16500   		-0.01360        	-1.09207         	-1.29299         
6.17000   		-0.04368        	-1.23528         	-1.29875         
6.17500   		-0.06543        	-1.50806         	-1.30556         
6.18000   		-0.03907        	-1.76931         	-1.31381         
6.18500   		-0.09346        	-2.10064         	-1.32337         
6.19000   		-0.12590        	-2.64902         	-1.33518         
6.19500   		-0.12456        	-3.27516         	-1.34999         
6.20000   		-0.14610        	-3.95182         	-1.36801         
6.20500   		-0.08895        	-4.53945         	-1.38936         
6.21000   		-0.04876        	-4.88374         	-1.41300         
6.21500   		-0.00164        	-5.00975         	-1.43783         
6.22000   		0.08494         	-4.80151         	-1.46254         
6.22500   		0.09632         	-4.34835         	-1.48544         
6.23000   		0.10306         	-3.84990         	-1.50595         
6.23500   		0.06205         	-3.43713         	-1.52408         
6.24000   		0.01136         	-3.25361         	-1.54070         
6.24500   		0.01352         	-3.19144         	-1.55682         
6.25000   		-0.01483        	-3.19472         	-1.57273         
6.25500   		-0.01658        	-3.27325         	-1.58889         
6.26000   		0.00766         	-3.29556         	-1.60537         
6.26500   		0.01170         	-3.24715         	-1.62173         
6.27000   		0.02381         	-3.15836         	-1.63777         
6.27500   		0.03457         	-3.01241         	-1.65322         
